split_id,training_blocks,validation_blocks,selected_candidate,training_sharpe,validation_sharpe,validation_rank,validation_candidate_count,validation_percentile,logit
40,"(0, 1, 4, 6, 7)","(2, 3, 5, 8, 9)",20260910_S003_EX07:M05,4.422490245111776,5.457557247651134,1,142,1.0,5.645446897643239
41,"(0, 1, 4, 6, 8)","(2, 3, 5, 7, 9)",20260910_S003_EX07:M05,4.914553348645772,5.008141669834959,1,142,1.0,5.645446897643239
42,"(0, 1, 4, 6, 9)","(2, 3, 5, 7, 8)",20260910_S003_EX07:M05,4.806738124563555,5.1184803702445,1,142,1.0,5.645446897643239
43,"(0, 1, 4, 7, 8)","(2, 3, 5, 6, 9)",20260910_S003_EX07:M05,4.751217547549286,5.169657055370521,1,142,1.0,5.645446897643239
44,"(0, 1, 4, 7, 9)","(2, 3, 5, 6, 8)",20260910_S003_EX07:M05,4.637251987501099,5.274792961035287,1,142,1.0,5.645446897643239
45,"(0, 1, 4, 8, 9)","(2, 3, 5, 6, 7)",20260910_S003_EX07:M05,5.105124921922215,4.805707058808564,1,142,1.0,5.645446897643239
46,"(0, 1, 5, 6, 7)","(2, 3, 4, 8, 9)",20260910_S003_EX07:M05,4.67010235928535,5.25812950394199,1,142,1.0,5.645446897643239
47,"(0, 1, 5, 6, 8)","(2, 3, 4, 7, 9)",20260910_S003_EX07:M05,5.13036940289106,4.781314124998633,1,142,1.0,5.645446897643239
48,"(0, 1, 5, 6, 9)","(2, 3, 4, 7, 8)",20260910_S003_EX07:M05,5.049331243372676,4.935064163190844,1,142,1.0,5.645446897643239
49,"(0, 1, 5, 7, 8)","(2, 3, 4, 6, 9)",20260910_S003_EX07:M05,4.968879679822253,4.94585763595688,1,142,1.0,5.645446897643239
50,"(0, 1, 5, 7, 9)","(2, 3, 4, 6, 8)",20260910_S003_EX07:M05,4.885076633090735,5.088687736099872,1,142,1.0,5.645446897643239
51,"(0, 1, 5, 8, 9)","(2, 3, 4, 6, 7)",20260910_S003_EX07:M05,5.326340053047807,4.587219104063653,1,142,1.0,5.645446897643239
52,"(0, 1, 6, 7, 8)","(2, 3, 4, 5, 9)",20260910_S003_EX07:M05,4.677166919999421,5.238042132659742,1,142,1.0,5.645446897643239
53,"(0, 1, 6, 7, 9)","(2, 3, 4, 5, 8)",20260910_S003_EX07:M05,4.605165385302822,5.392864685726487,1,142,1.0,5.645446897643239
54,"(0, 1, 6, 8, 9)","(2, 3, 4, 5, 7)",20260910_S003_EX07:M05,5.053359661082421,4.903753305078474,1,142,1.0,5.645446897643239
55,"(0, 1, 7, 8, 9)","(2, 3, 4, 5, 6)",20260910_S003_EX07:M05,4.889240392371537,5.06075645931736,1,142,1.0,5.645446897643239
56,"(0, 2, 3, 4, 5)","(1, 6, 7, 8, 9)",20260910_S003_EX07:M05,5.367446097402864,4.76985077672432,1,142,1.0,5.645446897643239
57,"(0, 2, 3, 4, 6)","(1, 5, 7, 8, 9)",20260910_S003_EX07:M05,5.046716686115917,5.037191515853273,1,142,1.0,5.645446897643239
